chroma_cens,kurtosis,01,3.737687587738037
chroma_cens,kurtosis,02,-0.2891172468662262
chroma_cens,kurtosis,03,2.2228567600250244
chroma_cens,kurtosis,04,-0.23279821872711182
chroma_cens,kurtosis,05,1.3681315183639526
chroma_cens,kurtosis,06,0.9943963289260864
chroma_cens,kurtosis,07,1.782099962234497
chroma_cens,kurtosis,08,1.6001605987548828
chroma_cens,kurtosis,09,0.5182755589485168
chroma_cens,kurtosis,10,1.9867446422576904
chroma_cens,kurtosis,11,4.256203651428223
chroma_cens,kurtosis,12,1.3039802312850952
chroma_cens,max,01,0.4618401527404785
chroma_cens,max,02,0.5404114127159119
chroma_cens,max,03,0.4472704529762268
chroma_cens,max,04,0.647553026676178
chroma_cens,max,05,0.5919077396392822
chroma_cens,max,06,0.5133060216903687
chroma_cens,max,07,0.651500940322876
chroma_cens,max,08,0.5168870687484741
chroma_cens,max,09,0.5114790797233582
chroma_cens,max,10,0.47826284170150757
chroma_cens,max,11,0.638954222202301
chroma_cens,max,12,0.6386524438858032
chroma_cens,mean,01,0.2300432175397873
chroma_cens,mean,02,0.28702253103256226
chroma_cens,mean,03,0.24018418788909912
chroma_cens,mean,04,0.22687800228595734
chroma_cens,mean,05,0.19240930676460266
chroma_cens,mean,06,0.28836190700531006
chroma_cens,mean,07,0.41340094804763794
chroma_cens,mean,08,0.34906893968582153
chroma_cens,mean,09,0.2683976888656616
chroma_cens,mean,10,0.24307595193386078
chroma_cens,mean,11,0.2688450515270233
chroma_cens,mean,12,0.23675335943698883
chroma_cens,median,01,0.2305547446012497
chroma_cens,median,02,0.28024712204933167
chroma_cens,median,03,0.23409438133239746
chroma_cens,median,04,0.2260761260986328
chroma_cens,median,05,0.2080463021993637
chroma_cens,median,06,0.2774255871772766
chroma_cens,median,07,0.4359704256057739
chroma_cens,median,08,0.3593948781490326
chroma_cens,median,09,0.2676023542881012
chroma_cens,median,10,0.23996751010417938
chroma_cens,median,11,0.252772718667984
chroma_cens,median,12,0.22971569001674652
chroma_cens,min,01,0.0003353994688950479
chroma_cens,min,02,0.0025237477384507656
chroma_cens,min,03,0.011842973530292511
chroma_cens,min,04,0.0
chroma_cens,min,05,0.0
chroma_cens,min,06,0.0
